year,month,day,num_in_call,num_out_call,num_mis_call,num_in_caller,num_out_caller,num_mis_caller,total_mins_in_call,total_mins_out_call,num_s,num_r,num_mms_s,num_mms_r,num_s_tel,num_r_tel,total_char_s,total_char_r,text_reciprocity_incoming,text_reciprocity_outgoing
2022,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,22,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,195,3,0
2022,2,23,0,0,1,0,0,1,0,0,0,5,0,0,0,1,0,289,5,0
