year,month,day,num_in_call,num_out_call,num_mis_call,num_in_caller,num_out_caller,num_mis_caller,total_mins_in_call,total_mins_out_call,num_s,num_r,num_mms_s,num_mms_r,num_s_tel,num_r_tel,total_char_s,total_char_r,text_reciprocity_incoming,text_reciprocity_outgoing
2021,6,15,1,0,0,1,0,0,19.766666666666666,0,0,0,0,0,0,0,0,0,0,0
2021,6,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,18,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,0,68,1,0
2021,6,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,6,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2021,7,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
